Unnamed: 0,ACES_1,ACES_2,BPOF_1,BPOF_2,BP_1,BP_2,DF_1,DF_2,FSOF_1,FSOF_2,FS_1,FS_2,ID1,ID2,RESULT_G,RPWOF_1,RPWOF_2,RPW_1,RPW_2,TPW_1,TPW_2,W1SOF_1,W1SOF_2,W1S_1,W1S_2,WIS_1,WIS_2,eloLoser,eloWinner,win
25,8.558539390563965,11.286211967468262,9.740540504455566,3.8121707439422607,4.665308952331543,1.915583133697509,0.38656607270240784,1.12773597240448,66.50414276123047,66.53776550292969,43.19674301147461,41.57856750488281,1266,728,15,67.13395690917969,62.64309692382813,32.455360412597656,18.59064102172852,79.66590118408203,62.07138442993164,43.19674301147461,41.57856750488281,34.090225219726555,30.89750099182129,13.120314598083494,12.583244323730467,1648.0297819050265,1644.6020569555774,1
26,12.37427043914795,3.980993270874024,6.360908508300781,7.361095428466798,3.9901809692382812,1.9371486902236936,1.7295632362365725,3.1709539890289307,57.88344192504883,67.28938293457031,37.6561393737793,41.80147933959961,552,961,20,63.07801818847656,67.76661682128906,25.77622413635254,22.52580261230469,72.0733642578125,65.91078948974611,37.6561393737793,41.80147933959961,32.59931182861328,30.655242919921875,13.697833061218262,12.729743957519533,1660.6110341669794,1768.1204699444877,1
27,8.333548545837402,1.9624117612838743,6.881157398223878,11.26815414428711,2.2084980010986333,3.710355043411255,1.579089641571045,5.76006555557251,78.54724884033203,113.12928009033205,46.90167236328125,76.85070037841797,19,1718,51,74.40013885498047,118.57711029052734,27.99928474426269,45.55165481567383,78.00214385986328,116.94165802001952,46.90167236328125,76.85070037841797,33.302989959716804,53.25071334838867,16.699872970581055,18.13928985595703,1487.930573714565,2075.2344703571484,1
28,12.554692268371582,4.910531997680664,4.721004486083984,3.269191026687622,1.5679537057876587,0.6556177139282227,2.233225107192993,2.9458310604095463,65.40731811523439,79.19829559326172,43.61464309692383,51.00155639648438,1640,68,45,83.22291564941406,66.63089752197266,30.83612632751465,19.03380012512207,76.95220184326172,64.85355377197266,43.61464309692383,51.00155639648438,34.642868041992195,32.426746368408196,11.4732084274292,13.393017768859865,1428.898378757821,1496.5937736769993,1
29,5.571523666381836,9.691041946411133,7.61700439453125,3.3235390186309814,2.1301639080047607,0.8735418319702148,2.2835166454315186,1.636999011039734,66.58718109130861,71.14166259765625,40.01726913452149,45.16203689575195,12,728,40,70.24848175048828,64.54640197753906,26.5408878326416,16.93617057800293,70.84781646728516,60.23458862304688,40.01726913452149,45.16203689575195,31.20831298828125,31.24943542480469,13.098617553710938,12.04898452758789,1605.9548292046766,1576.8714956184272,1
30,10.344637870788574,6.346641540527344,2.8664581775665283,3.5057065486907963,2.0894942283630367,1.377565860748291,1.5930376052856443,1.8001755475997925,58.29024124145508,60.32670593261719,41.585243225097656,36.66084289550781,714,84,41,61.03515625,62.58552169799805,21.09226417541504,18.443038940429688,62.16748428344727,55.02166366577149,41.585243225097656,36.66084289550781,32.12722396850586,25.773984909057607,8.947994232177734,10.80463695526123,1472.6970162642965,1563.1111091051544,1
31,9.547528266906738,5.3046183586120605,4.28344202041626,6.066135883331299,1.9532356262207031,1.8494416475296016,1.8756824731826784,4.147111415863037,72.35867309570312,77.41507720947266,40.62744140625,51.05891036987305,468,7461,37,63.14775466918945,69.32966613769531,18.175344467163086,24.315324783325195,65.93899536132811,71.19519805908203,40.62744140625,51.05891036987305,31.29594612121582,34.705589294433594,16.467706680297848,12.174288749694824,1544.5586893223276,1685.9028698173584,1
33,11.83332061767578,4.211374282836913,9.116198539733887,6.69623613357544,1.732514500617981,2.194364547729492,6.293224811553955,1.3385041952133179,78.74015808105469,77.39217376708984,47.6432991027832,45.2804069519043,7295,516,26,75.5066146850586,77.27159881591797,26.428565979003906,25.931116104125977,76.6168212890625,72.47677612304688,47.6432991027832,45.2804069519043,37.39011001586914,27.51567649841309,12.79814910888672,19.029977798461914,1412.4857390011944,1555.6608789560632,1
34,5.177553176879883,10.518810272216797,4.21881628036499,5.844694137573242,2.385749578475952,1.6523694992065432,1.4520412683486938,1.2692714929580688,63.32358932495117,64.92679595947266,39.04005813598633,40.8468132019043,520,4003,36,67.37843322753906,71.35832977294922,23.61895751953125,22.611875534057607,67.66957092285156,67.18874359130861,39.04005813598633,40.8468132019043,31.10039329528809,31.71975898742676,12.950222969055176,12.857102394104006,1504.761957854465,1634.93290115065,1
35,8.971938133239746,5.7355103492736825,5.366706848144531,3.414727210998535,3.0770394802093506,0.6751860976219177,1.80509614944458,5.1033711433410645,68.63181304931639,72.85025787353516,42.92045974731445,41.4799690246582,831,4236,29,73.16205596923828,64.22113800048828,26.51695251464844,15.703865051269533,75.95023345947266,54.02978897094727,42.92045974731445,41.4799690246582,36.35503768920898,26.681427001953125,13.0782470703125,11.644495964050293,1390.7951970927465,1714.5313046322754,1
37,2.45628023147583,3.413987159729004,7.7160401344299325,2.203094244003296,3.4942035675048837,0.8782045841217041,1.8726072311401367,1.9550437927246087,64.36720275878906,76.16558837890625,36.91232681274414,47.06087875366211,47,609,25,73.15706634521484,59.64928817749024,30.563720703125,16.637443542480472,76.27677154541016,60.17924499511719,36.91232681274414,47.06087875366211,29.31585502624512,29.47125816345215,16.39719581604004,14.070541381835938,1688.6512270252515,1677.3310794772344,1
38,1.6815881729125977,6.984198093414308,4.070375442504884,6.89130449295044,2.36958909034729,2.1319284439086914,0.6601515412330627,2.483809232711792,75.29306030273438,65.42206573486328,52.09763717651367,40.91520690917969,3492,1092,54,61.56168746948242,73.12291717529297,22.25557518005371,26.432167053222656,72.44390106201172,68.05581665039061,52.09763717651367,40.91520690917969,34.742645263671875,29.17688179016113,15.445673942565918,12.446764945983887,1552.072983085612,1626.0745840213856,1
39,7.076454162597656,6.181610584259032,6.859819412231445,6.0363335609436035,2.588106393814087,1.4351835250854492,1.2097960710525513,2.0956695079803467,68.71426391601561,68.71001434326172,48.01683044433594,43.01700973510742,695,13799,57,66.02613067626953,73.86248016357422,24.49740600585937,25.71401786804199,68.19647216796875,70.09188079833984,48.01683044433594,43.01700973510742,33.469959259033196,30.73231315612793,10.22910213470459,13.645545959472654,1518.9480548418453,1553.546710166144,1
41,10.33381175994873,7.373392581939697,5.09583854675293,1.4735479354858398,2.7603368759155287,1.105213284492493,1.4207931756973269,1.3639272451400757,61.78946304321289,73.21485137939453,43.02687454223633,44.05515670776367,6431,1162,37,68.27643585205078,64.40047454833984,25.52406311035156,18.16974639892578,69.79578399658203,66.64743804931639,43.02687454223633,44.05515670776367,33.22742080688477,32.995059967041016,11.044304847717283,15.482625007629395,1527.3245089919517,1549.9679739566218,1
42,4.194847106933594,12.49614715576172,6.822673797607423,6.333541393280027,2.080610990524292,2.582936286926269,2.583843946456909,2.5578861236572266,68.08135223388672,81.0684585571289,45.23239135742188,50.66949462890625,568,7459,60,74.22844696044922,83.43994903564453,27.33799743652344,27.35302734375,72.96204376220703,80.97576141357422,45.23239135742188,50.66949462890625,34.91730117797852,38.19311141967773,10.706748962402344,15.42961597442627,1415.368490545058,1571.9740704392182,1
43,12.600196838378904,5.0470871925354,4.9914116859436035,7.975259780883789,1.9634898900985718,2.0625813007354736,6.869584560394287,2.494054079055786,87.59496307373047,68.34698486328125,49.22146606445313,40.23134231567383,442,492,50,80.03520965576172,80.26293182373047,26.05501747131348,27.85354042053223,80.81778717041016,72.58320617675781,49.22146606445313,40.23134231567383,38.58751678466797,28.67405128479004,16.175256729125973,16.05561637878418,1415.3293957132446,1466.9743755418274,1
44,6.202583312988281,5.8254547119140625,4.275784969329834,4.187023162841797,1.3794366121292114,0.8938750624656677,3.454420328140259,3.9255988597869873,69.55013275146484,68.73028564453125,40.80180358886719,38.13701629638672,1107,5929,31,67.01458740234375,70.56615447998047,22.181753158569336,22.1535701751709,67.04352569580078,60.79923629760742,40.80180358886719,38.13701629638672,29.793664932250977,24.026235580444336,15.06811809539795,14.619433403015135,1438.48262474788,1615.008866506739,1
45,2.428830862045288,6.044622898101808,4.591620922088623,5.531351089477539,2.119231939315796,0.7655796408653259,1.0653719902038574,0.8544191718101501,71.1928939819336,64.85126495361328,42.07666397094727,42.9710578918457,616,2123,30,63.15283203125,76.32745361328125,21.3903865814209,26.09089088439941,69.00238800048828,68.28926086425781,42.07666397094727,42.9710578918457,32.42202377319336,31.21740531921387,15.189982414245605,10.980968475341797,1484.2110961682529,1516.4398198472445,1
46,7.343574523925781,8.054657936096191,5.74360990524292,2.139688014984131,1.9787718057632449,0.25290390849113464,2.2196276187896733,2.0150463581085205,63.36603164672852,78.3401107788086,43.12147903442383,51.890869140625,5917,7540,28,72.95184326171875,77.06664276123047,27.282644271850586,17.24861717224121,71.9617691040039,69.87915802001953,43.12147903442383,51.890869140625,33.51053237915039,38.77984619140625,11.168599128723145,13.850688934326172,1456.3638946186093,1617.3994240395396,1
47,7.768595218658447,3.2030866146087646,6.957490921020508,5.561248779296875,2.4261953830718994,1.503432273864746,1.581412672996521,3.498619794845581,66.47035980224611,72.95874786376953,42.86218643188477,38.57687377929688,693,879,34,70.74791717529297,69.72136688232422,26.22672271728516,22.426557540893555,69.49945068359375,63.0882453918457,42.86218643188477,38.57687377929688,30.38652801513672,24.703771591186523,12.886199951171875,15.95792293548584,1376.3881891578012,1418.5225706788674,1
48,8.591378211975098,4.437981128692627,10.362006187438963,3.1082227230072017,4.1302337646484375,0.3704421520233154,3.3523371219635014,6.145127773284912,127.4593276977539,82.01978302001953,70.15962219238281,52.33453369140625,4211,6501,38,139.76850891113278,62.8928108215332,51.59640884399414,16.54753303527832,131.99827575683594,60.83079147338867,70.15962219238281,52.33453369140625,50.2443733215332,32.21181106567383,30.157485961914066,12.071444511413574,1367.043670385882,1394.4963085283546,1
49,5.0655174255371085,4.76627779006958,8.46673583984375,2.8728067874908447,3.4453752040863037,1.4002512693405151,0.9780545234680176,1.7862743139266968,66.27999877929689,69.40159606933594,48.99209976196289,42.2292366027832,854,6101,31,73.16230010986328,63.7464599609375,30.7336483001709,16.990493774414062,77.72569274902344,62.75826644897461,48.99209976196289,42.2292366027832,38.10512924194336,32.55459213256836,8.886921882629395,13.213176727294922,1603.4590092801427,1630.9673797560254,1
50,12.989459991455078,2.8608391284942627,3.456939697265625,4.8928985595703125,1.8043164014816284,1.5675506591796875,0.5331316590309143,2.5678730010986333,57.41610717773438,68.05379486083984,35.8467903137207,42.13512420654297,553,11522,30,63.38438034057617,64.66397857666016,20.47686195373535,19.35699462890625,65.81230926513672,60.51071548461914,35.8467903137207,42.13512420654297,30.630773544311523,27.5001277923584,14.704668998718262,13.653592109680176,1488.8861956920389,1732.9448719901095,1
51,6.58148717880249,5.33688497543335,8.825242042541504,4.866363048553467,3.007714033126831,1.032650351524353,2.016490936279297,2.2019712924957275,54.86137008666992,69.45175933837889,35.75625228881836,45.30007934570313,762,6458,31,79.16366577148438,65.02797698974611,30.873422622680664,19.30243492126465,69.74644470214844,63.46429061889648,35.75625228881836,45.30007934570313,27.27028846740723,33.68861770629883,11.60273265838623,10.473236083984377,1409.9720602614166,1433.5760291929723,1
52,10.596030235290527,16.186859130859375,6.328996181488037,9.177443504333496,2.846186399459839,2.0280606746673584,2.7690885066986084,2.99102520942688,69.64138793945311,109.78589630126952,45.68024063110352,68.69159698486328,748,71,29,75.26087188720703,111.60948944091795,28.96447563171387,37.93111038208008,77.90316772460938,107.6658935546875,45.68024063110352,68.69159698486328,36.17077255249024,50.56242752075195,12.767924308776855,19.17235565185547,1525.878593972404,1504.9447774355738,1
53,5.784417629241943,8.325549125671388,4.761110782623291,4.530864715576172,1.832705020904541,1.1595653295516968,3.4743826389312744,2.1535556316375732,68.22476959228516,69.89185333251953,38.09539413452149,46.50313186645508,918,212,36,68.61151123046875,66.74387359619139,23.72660827636719,20.182559967041016,65.61631774902344,65.52613067626953,38.09539413452149,46.50313186645508,27.50504302978516,33.84946823120117,14.384666442871096,11.494105339050293,1452.3327559828836,1446.0059599488056,1
55,12.980294227600098,7.586782932281494,9.54845142364502,2.204029083251953,3.963769674301148,0.6686127781867981,1.3941954374313354,2.8811047077178955,64.44287109375,60.26649475097656,45.97218322753906,35.77453994750977,89,1181,25,69.63961029052734,59.63080215454102,27.722902297973643,15.584811210632324,75.20978546142578,55.9230842590332,45.97218322753906,35.77453994750977,35.045120239257805,28.41973304748535,12.44176197052002,11.918538093566895,1603.9274490677444,1884.3962906898141,1
56,5.035733222961426,1.2556897401809692,7.050186634063723,8.024954795837402,2.9601259231567383,2.6142184734344482,4.09589433670044,3.1204001903533936,73.6716537475586,77.77384185791016,47.85209274291992,46.36541366577149,5992,72,45,69.62216186523439,71.06466674804688,27.40937042236328,25.26846122741699,73.35997009277344,68.27738189697266,47.85209274291992,46.36541366577149,33.58395767211914,28.99371910095215,12.3666410446167,14.01519775390625,1551.487298656746,1760.1897380775683,1
