,ACES,ACESRival,BP,BPOF,BPOFRival,BPRival,DF,DFrival,FS,FSOF,FSOFRival,FSRival,ID_P,RPW,RPWOF,RPWOFRival,RPWRival,TPW,TPWRival,W1S,W1SOF,W1SOFRival,W1SRival,WIS,WISRival,NAME_P
0,3.3062761092966046,0.2000056803226471,0.0005264063443754691,4.4089741073019715,0.4499787390232086,0.10000302642583847,8.815597280760738,0.05001992732286453,41.87815211688779,87.0594615294685,3.400009155273437,2.0000312328338623,918,23.144179747787895,74.93913703631037,3.9499115943908687,1.599951148033142,74.93933146950893,3.9499027729034415,28.653688783761435,41.87815211688779,2.0000312328338623,1.450003743171692,23.14146556543525,0.8999476432800293,Teimuraz Gabashvili
1,6.959966245993902,0.4210339486598969,1.1601513660027631,1.1605100164298063,0.3684028089046478,0.21050910651683807,3.479992319161747,1.0166926585952753e-05,34.80231288072661,68.44240919958483,2.684272766113281,1.4211336374282837,791,16.24178412089254,59.1636891184846,3.105250835418701,1.3157532215118408,55.68385510473113,3.2631320953369136,27.841546568395447,34.80231288072661,1.4211336374282837,1.2105567455291748,11.60052835665663,0.7368217706680298,Andreas Seppi
2,6.2967388409071905,0.1904870569705963,2.09913661083428,4.198385217818397,0.2857128977775574,0.19046397507190704,3.1489369551952904,0.23807723820209506,47.22965790428796,74.51850445854186,3.2380599975585938,1.6666717529296875,961,26.2385236706718,71.36963778832036,3.380924940109253,1.4761506319046018,68.22140171225631,3.523761749267578,29.38796838553761,47.22965790428796,1.6666717529296875,1.28571879863739,12.594905714833414,0.7618924379348755,Guillermo Garcia-Lopez
3,4.408158604545241,0.4666162133216858,0.0005363206388093702,1.4703713406688506,0.5999320149421692,0.26663491129875183,7.346247863904842,0.0666763037443161,30.86028487927804,64.65446162555521,2.933429956436157,2.0000193119049072,672,14.696884925893025,64.65532869252169,2.933390617370605,1.4666101932525637,47.025997011240335,3.7332382202148438,19.10481296944945,30.86028487927804,2.0000193119049072,1.5999690294265747,13.224299115897855,0.6666591763496399,Fernando Verdasco
4,9.016985407365924,0.5454365611076355,1.0018319992645333,6.010691478059044,0.227267786860466,0.09090687334537506,5.008895113933096,0.13635775446891785,36.0679416294637,69.12804371706588,3.1363494396209717,1.6818681955337524,468,19.035317552086166,69.12784928386733,3.1363582611083984,1.2272228002548218,61.114311280642696,3.4999351501464844,29.05467047109876,36.0679416294637,1.6818681955337524,1.5908970832824707,13.024323257457768,0.6818148493766785,Feliciano Lopez
5,5.9342936821474535,0.11539097130298615,0.8482044008531571,0.8492004604526227,0.2692335546016693,0.11538401991128926,1.6955049500806512,0.19229575991630554,41.53973850734672,63.5815582161855,3.0769753456115723,1.4616953134536743,1266,22.042508107460655,67.81919299378762,2.8847126960754395,1.07696270942688,61.88687845767806,3.1538634300231934,29.671120927081763,41.53973850734672,1.4616953134536743,1.1539149284362793,10.173251393742383,0.9229858517646792,Sergiy Stakhovsky
6,4.238849656658576,0.15391185879707334,2.543423038195919,6.781944260397497,0.2692393064498901,0.11537985503673552,6.780288293865303,0.03849860280752182,47.47255751878223,82.22949389492977,3.0386760234832764,2.077025890350342,4010,23.738701291945947,66.97504286998029,3.7307746410369873,1.4999420642852783,72.90817717849454,3.4615867137908936,33.90924178768026,47.47255751878223,2.077025890350342,1.5000562667846682,15.2602419812953,0.4615885317325592,Gilles Simon
7,5.509817107494203,0.15008226037025452,3.305975920202907,6.612742710578269,0.7997952699661255,0.2999322414398193,5.509572752258195,0.10000194609165193,40.77563968435063,90.36048531492877,2.7502713203430176,1.3002854585647583,75,24.246949672939344,60.61835423076805,4.099679946899413,2.099659442901612,68.32911244929824,3.749840259552002,22.043451371221156,40.77563968435063,1.3002854585647583,0.8502234220504761,22.03871534635122,0.7999570965766907,Mikhail Youzhny
8,5.510318955344499,0.3999459445476532,1.1026558762862557,1.104822886833539,0.3999204635620117,0.09999207407236099,7.71251534287514,0.05005018785595894,50.68969126149784,92.56258317212232,3.749920606613159,2.4998831748962402,875,25.34860817588831,82.65148750508811,4.199589729309082,1.5498088598251345,83.75206874301811,4.149656295776366,39.66992173151315,50.68969126149784,2.4998831748962402,1.7998974323272705,18.733540149354482,0.7999500632286072,Mischa Zverev
9,3.674023513930142,0.7220503091812134,0.0005597212731338172,0.00208634765404413,0.3888353109359741,0.16664205491542816,3.673111779877512,6.617525650653988e-05,37.959758258964925,66.12326255686794,2.5558652877807617,2.000030040740967,678,11.025720762345522,56.33347744087109,3.000030517578125,1.1666395664215088,51.43523747888693,3.2222647666931152,26.939040210268416,37.959758258964925,2.000030040740967,1.722137689590454,13.470475192535163,0.3334873914718628,Philipp Kohlschreiber
10,1.0507078908743144,0.4284237027168274,2.1003216023551348,4.1998102949273175,0.23808884620666504,0.19042792916297915,2.0997897027520236,0.04767785593867302,39.88508571298273,60.87800137509365,2.8572680950164795,1.7143322229385376,4067,19.9471475075785,62.976655515710604,2.762051582336426,1.2856180667877195,52.48901286548101,3.237878799438477,22.04518813262977,39.88508571298273,1.7143322229385376,1.2380430698394775,10.496682480224049,0.7142176628112793,Fabio Fognini
