ACES,BP,BPOF,DF,FS,FSOF,ID_P,RPW,RPWOF,TPW,W1S,W1SOF,WIS
0.002413809765130281,3.8382606506347656,5.759132385253906,3.837401628494263,40.299598693847656,63.32655715942383,918,26.86951065063477,66.20744323730469,62.37406539916992,28.78485679626465,40.299598693847656,6.719703674316406
2.8798704147338867,1.91960871219635,6.715934753417969,0.9600902795791626,39.34003829956055,70.04194641113281,791,24.946346282958984,71.95650482177734,65.24742889404297,24.950176239013672,39.34003829956055,15.350570678710938
2.136260986328125,3.558504581451416,8.540887832641603,0.002975712297484279,30.61775207519531,61.9365119934082,961,27.761211395263672,66.91628265380861,62.647621154785156,19.938556671142575,30.61775207519531,14.947607040405273
7.02440881729126,1.0032232999801636,5.014220714569092,0.0022074670996516947,42.13119125366211,65.20535278320311,468,24.07145500183105,79.23585510253906,65.20195770263672,31.09726905822754,42.13119125366211,10.033114433288574
1.005901575088501,2.006786823272705,8.024317741394043,1.0053465366363523,48.14341735839844,65.20217895507811,672,26.083160400390625,77.23538208007812,65.2054443359375,30.092416763305664,48.14341735839844,9.02981948852539
1.230305552482605,1.2269754409790041,6.130330562591553,1.2263967990875244,39.23781204223633,63.76081085205078,1266,24.522706985473636,72.33705139160156,60.084938049316406,20.851381301879886,39.23781204223633,14.710850715637207
1.3802710771560671,0.00281101418659091,9.653151512145996,1.3801238536834717,48.26930236816406,71.71868133544922,4010,20.695627212524414,73.09600830078125,56.55973434448242,27.58526039123535,48.26930236816406,8.278791427612305
1.3048346042633057,1.2995202541351318,3.897048950195313,2.5982778072357178,28.57543563842773,48.0587387084961,650,18.18361473083496,63.62077713012695,41.57435989379883,14.298599243164062,28.57543563842773,9.091790199279783
0.003675121115520597,1.16343355178833,3.48846697807312,6.964737892150879,44.136207580566406,68.52949523925781,75,20.91541862487793,68.53273773193361,61.57047653198242,29.03818130493164,44.136207580566406,11.616762161254885
2.45229721069336,1.2293109893798828,3.684840679168701,1.22894287109375,42.91881561279297,62.548072814941406,4067,13.509790420532227,56.42512893676758,46.63067626953125,25.75469017028809,42.91881561279297,7.365980625152588
2.2836954593658447,2.282801389694214,3.8060708045959473,0.7615552544593811,41.09521484375,75.3287124633789,678,25.869808197021484,67.72450256347656,70.76660919189453,25.118022918701172,41.09521484375,19.77871322631836
3.3119499683380127,2.2067341804504395,6.619831085205077,1.1044127941131592,44.132286071777344,66.20616912841797,875,27.58362197875977,67.31221008300781,61.79681396484375,26.4836540222168,44.132286071777344,7.729544162750244
0.8913108706474304,1.7671018838882446,3.5356216430664062,5.292150974273682,30.90940284729004,64.44780731201172,831,17.66669464111328,57.392127990722656,51.22758102416992,15.0294189453125,30.90940284729004,18.53062057495117
7.351639747619629,0.005464622285217047,1.2364366054534912,1.2265461683273315,38.01477813720703,61.306114196777344,1035,19.633380889892575,68.66179656982422,55.1984977722168,26.97859191894531,38.01477813720703,8.586526870727539
0.0030281448271125555,6.487656593322754,11.680228233337402,3.892590045928955,55.80315399169922,71.39552307128906,838,33.75160598754883,66.21492004394531,76.5914306640625,35.04254531860352,55.80315399169922,7.797285556793213
3.843190670013428,1.919652223587036,6.716320037841798,3.8379840850830083,47.97048950195313,70.05183410644531,7043,23.993431091308594,70.05147552490234,66.21906280517578,30.70844650268555,47.97048950195313,11.517125129699707
0.0035934336483478546,2.1723771095275883,4.708654880523682,1.8134145736694336,40.52743911743164,65.86500549316406,673,26.77736854553223,68.02570343017578,66.94502258300781,26.415142059326172,40.52743911743164,13.751495361328125
1.4770286083221436,0.006873945705592632,7.358002662658691,5.8799171447753915,36.804481506347656,66.22566223144531,4146,19.153297424316406,72.106201171875,48.61406326293945,22.093002319335934,36.804481506347656,7.3677635192871085
0.0087144635617733,0.0056022414937615395,3.6856415271759033,4.899338722229004,30.68545913696289,66.22966003417969,6691,15.963726997375488,63.77984619140625,53.99531936645508,15.975767135620115,30.68545913696289,22.055307388305664
4.138453960418701,0.0048359655775129795,6.894228935241699,8.263999938964844,66.15161895751953,96.49790954589844,2123,37.21215057373047,115.758544921875,101.99317169189452,50.98564529418945,66.15161895751953,13.795125961303713
1.30902099609375,0.005281955935060978,5.195600509643555,3.8919754028320312,42.82996368408203,66.20583343505861,578,19.48663711547852,70.09870147705078,55.8506088256836,31.1506290435791,42.82996368408203,5.213343620300293
6.575969696044923,1.7903693914413452,4.180265426635741,5.361960411071777,34.02234268188477,70.98948669433594,4061,24.461467742919922,68.61396789550781,70.40330505371094,26.861042022705078,34.02234268188477,19.079496383666992
1.3114655017852783,0.00733735878020525,2.6077256202697754,1.2972893714904783,44.13464736938477,67.49858856201172,3492,16.90141487121582,62.33112335205078,51.97051239013672,23.38885498046875,44.13464736938477,11.679616928100586
7.381121158599853,1.4698883295059204,3.6768994331359854,0.74470454454422,30.1951961517334,50.80175018310547,655,16.188528060913086,58.1402702331543,53.738502502441406,25.0410213470459,30.1951961517334,12.508560180664062
1.3950788974761963,0.0042614685371518135,6.890294075012207,1.3831756114959717,44.138526916503906,63.46392059326172,7295,31.70041275024414,88.22293853759766,63.45683670043945,22.098264694213867,44.138526916503906,9.657551765441896
3.490147829055786,1.1657044887542725,5.80741024017334,4.643482208251953,25.60073471069336,62.75067901611328,563,22.082523345947266,68.53633117675781,58.1139144897461,19.773929595947266,25.60073471069336,16.257455825805664
10.444002151489258,3.481914520263672,11.59632682800293,3.480342388153076,78.88330841064453,142.6669921875,6081,46.39917373657226,127.60499572753906,138.02999877929688,60.31666946411133,78.88330841064453,31.313730239868164
3.479353427886963,1.1688032150268557,12.75439453125,3.481817960739136,38.33733749389648,83.57606506347656,3996,39.45587158203125,97.47862243652344,84.74729919433594,22.089670181274414,38.33733749389648,23.20176696777344
0.013264822773635387,1.1123754978179932,3.328613758087158,2.210650682449341,51.86176681518555,77.25413513183594,84,28.70125389099121,78.34867095947266,70.65184020996094,29.80742835998535,51.86176681518555,12.143169403076172
0.8302613496780396,4.080288887023927,12.234640121459961,0.8227613568305969,41.68524169921875,62.14127731323242,7806,32.665843963623054,75.98532104492188,63.77219772338867,21.280712127685547,41.68524169921875,9.823914527893066
