Unnamed: 0,ID_player,hard,clay,carpet,grass
3,706,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
181,471,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
419,25,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
535,465,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
639,238,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
695,157,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
749,698,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
750,358,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
751,165,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
761,957,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
791,88,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
792,4175,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
821,198,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
828,708,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1033,32,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1099,5,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1189,6,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1247,783,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1257,62,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1269,366,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1289,318,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1291,472,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1297,439,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1303,369,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1309,707,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1327,519,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1377,101,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1393,548,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1409,429,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1435,1754,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1437,785,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1584,34,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1707,73,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1740,627,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1777,139,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1835,31,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
1921,20,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2137,359,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2139,1269,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2141,554,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2166,681,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2243,58,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2251,373,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2275,881,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2313,4265,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2595,263,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
2953,87,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3029,501,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3033,5057,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3047,2111,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3053,914,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3065,1159,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3241,1410,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3253,601,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3267,591,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3287,898,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3291,17,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3411,1422,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3680,883,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3703,105,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3716,95,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3777,7635,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3783,1239,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3801,1464,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3811,150,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3831,26,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
3857,660,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4173,29,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4175,27,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4176,80,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4335,1850,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4339,450,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4345,583,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4346,508,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4413,11,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4439,2128,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4448,2861,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4450,880,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4451,1030,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4455,7077,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4457,1987,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4473,987,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4475,6523,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4489,252,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4509,14,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4513,4324,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4558,5360,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4562,5155,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4563,8772,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4564,5250,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4567,1717,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4671,5498,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4673,8253,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4675,8252,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4679,5584,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4681,5325,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4685,8263,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4687,8230,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4689,8198,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4691,6065,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4693,8254,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4695,5275,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4821,773,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
4977,755,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5407,9803,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5411,5801,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5419,9802,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5503,9818,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5506,5572,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5507,9808,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5509,9816,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5511,9827,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5513,9826,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5517,9817,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5519,8121,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5521,9812,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5527,9767,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5529,9815,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5531,8765,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5533,9822,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5537,5340,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5541,8949,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5547,9819,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5549,9813,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5551,9804,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5555,5688,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5557,9810,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5559,9814,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5561,9631,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5563,9820,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5569,9825,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5573,9809,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5595,9277,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5597,9783,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5599,9811,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5609,7676,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5611,9051,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5625,6578,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5637,9834,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5647,7395,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5653,9841,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5659,7833,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5669,9836,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5673,7830,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5683,6259,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5691,9657,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5717,8367,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5735,9489,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5877,9861,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5883,9213,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5901,9829,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5903,5761,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5923,9857,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5931,9859,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5937,9862,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5939,9858,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5945,9863,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5967,7847,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5973,7943,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
5995,9955,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6049,9954,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6067,9974,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6069,5347,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6073,9973,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6075,5349,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6077,9991,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6187,9962,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6229,9969,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6267,9927,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6269,5623,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6301,9928,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6313,9929,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6347,9952,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6348,9953,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6355,9950,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6359,5481,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6360,9003,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6361,9967,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6363,106,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6381,9965,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6383,5428,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6385,9963,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6389,9968,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6405,9964,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6425,9925,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6663,40,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6673,10003,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6674,9999,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6677,5204,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6678,6721,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6691,10000,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6695,10001,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
6703,5662,1483.2282374534052,1515.2282310343924,1500,1482.5304984710244
