Unnamed: 0,ID_player,hard,clay,carpet,grass
3.0,706.0,1500.0,1511.0048102486146,1500.0,1500.0
181.0,471.0,1500.0,1476.0046999286267,1500.0,1500.0
419.0,25.0,1500.0,1500.0,1500.0,1500.0
535.0,465.0,1500.0,1500.0,1500.0,1500.0
639.0,238.0,1500.0,1500.0,1500.0,1500.0
695.0,157.0,1500.0,1500.0,1500.0,1500.0
749.0,698.0,1500.0,1500.0,1500.0,1500.0
750.0,358.0,1500.0,1500.0,1500.0,1500.0
751.0,165.0,1500.0,1500.0,1500.0,1500.0
761.0,957.0,1500.0,1500.0,1500.0,1500.0
791.0,88.0,1500.0,1500.0,1500.0,1500.0
792.0,4175.0,1500.0,1500.0,1500.0,1500.0
821.0,198.0,1500.0,1500.0,1500.0,1500.0
828.0,708.0,1500.0,1500.0,1500.0,1500.0
1033.0,32.0,1500.0,1500.0,1500.0,1500.0
1099.0,5.0,1500.0,1500.0,1500.0,1500.0
1189.0,6.0,1500.0,1500.0,1500.0,1500.0
1247.0,783.0,1500.0,1500.0,1500.0,1500.0
1257.0,62.0,1500.0,1500.0,1500.0,1500.0
1269.0,366.0,1500.0,1500.0,1500.0,1500.0
1289.0,318.0,1500.0,1500.0,1500.0,1500.0
1291.0,472.0,1500.0,1500.0,1500.0,1500.0
1297.0,439.0,1500.0,1500.0,1500.0,1500.0
1303.0,369.0,1500.0,1500.0,1500.0,1500.0
1309.0,707.0,1500.0,1500.0,1500.0,1500.0
1327.0,519.0,1500.0,1500.0,1500.0,1500.0
1377.0,101.0,1500.0,1500.0,1500.0,1500.0
1393.0,548.0,1500.0,1500.0,1500.0,1500.0
1409.0,429.0,1500.0,1500.0,1500.0,1500.0
1435.0,1754.0,1500.0,1500.0,1500.0,1500.0
1437.0,785.0,1500.0,1500.0,1500.0,1500.0
1584.0,34.0,1500.0,1500.0,1500.0,1500.0
1707.0,73.0,1500.0,1500.0,1500.0,1500.0
1740.0,627.0,1500.0,1500.0,1500.0,1500.0
1777.0,139.0,1500.0,1500.0,1500.0,1500.0
1835.0,31.0,1500.0,1500.0,1500.0,1500.0
1921.0,20.0,1500.0,1500.0,1500.0,1500.0
2137.0,359.0,1500.0,1500.0,1500.0,1500.0
2139.0,1269.0,1500.0,1500.0,1500.0,1500.0
2141.0,554.0,1500.0,1500.0,1500.0,1500.0
